DATAFLOW,FREQ: Frequency,GEO: Geographical Region,AGE: Age Group,SEX: Sex,TIME_PERIOD: Time Period,OBS_VALUE,CONF_STATUS: Confidentiality Status,OBS_STATUS: Observation Status,OBS_COMMENT: Observation Comment
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y_GE65: 65 years and over,T: Total,2022,100750,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y_GE65: 65 years and over,T: Total,2023,103406,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y95T99: 95 - 99 years,M: Males,2018,92,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y95T99: 95 - 99 years,M: Males,2019,110,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y95T99: 95 - 99 years,M: Males,2020,129,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y95T99: 95 - 99 years,M: Males,2021,152,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y95T99: 95 - 99 years,M: Males,2022,156,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y95T99: 95 - 99 years,M: Males,2023,168,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y_GE100: 100 years and over,M: Males,2018,4,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y_GE100: 100 years and over,M: Males,2019,4,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y_GE100: 100 years and over,M: Males,2020,3,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y_GE100: 100 years and over,M: Males,2021,4,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y_GE100: 100 years and over,M: Males,2022,3,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y_GE100: 100 years and over,M: Males,2023,5,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y45T49: 45 - 49 years,T: Total,2018,30513,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y45T49: 45 - 49 years,T: Total,2019,33019,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y45T49: 45 - 49 years,T: Total,2020,34342,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y45T49: 45 - 49 years,T: Total,2021,35531,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y45T49: 45 - 49 years,T: Total,2022,37457,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y45T49: 45 - 49 years,T: Total,2023,39339,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y80T84: 80 - 84 years,M: Males,2018,4705,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y80T84: 80 - 84 years,M: Males,2019,4869,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y80T84: 80 - 84 years,M: Males,2020,4826,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y80T84: 80 - 84 years,M: Males,2021,4648,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y80T84: 80 - 84 years,M: Males,2022,4543,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y80T84: 80 - 84 years,M: Males,2023,4804,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y5T9: 5 - 9 years,M: Males,2018,10813,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y5T9: 5 - 9 years,M: Males,2019,11084,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y5T9: 5 - 9 years,M: Males,2020,11133,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y5T9: 5 - 9 years,M: Males,2021,11114,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y5T9: 5 - 9 years,M: Males,2022,11270,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y5T9: 5 - 9 years,M: Males,2023,11496,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y10T14: 10 - 14 years,M: Males,2018,10362,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y10T14: 10 - 14 years,M: Males,2019,10641,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y10T14: 10 - 14 years,M: Males,2020,10658,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y10T14: 10 - 14 years,M: Males,2021,10784,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y10T14: 10 - 14 years,M: Males,2022,11012,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y10T14: 10 - 14 years,M: Males,2023,11102,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y30T34: 30 - 34 years,T: Total,2018,40204,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y30T34: 30 - 34 years,T: Total,2019,44247,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y30T34: 30 - 34 years,T: Total,2020,44837,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y30T34: 30 - 34 years,T: Total,2021,45631,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y30T34: 30 - 34 years,T: Total,2022,49785,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y30T34: 30 - 34 years,T: Total,2023,53563,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y90T94: 90 - 94 years,F: Females,2018,1396,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y90T94: 90 - 94 years,F: Females,2019,1460,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y90T94: 90 - 94 years,F: Females,2020,1520,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y90T94: 90 - 94 years,F: Females,2021,1629,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y90T94: 90 - 94 years,F: Females,2022,1745,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y90T94: 90 - 94 years,F: Females,2023,1885,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y95T99: 95 - 99 years,T: Total,2018,423,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y95T99: 95 - 99 years,T: Total,2019,453,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y95T99: 95 - 99 years,T: Total,2020,478,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y95T99: 95 - 99 years,T: Total,2021,516,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y95T99: 95 - 99 years,T: Total,2022,527,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y95T99: 95 - 99 years,T: Total,2023,541,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,_T: Total,M: Males,2018,18253,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,_T: Total,M: Males,2019,19527,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,_T: Total,M: Males,2020,19803,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,_T: Total,M: Males,2021,20406,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,_T: Total,M: Males,2022,21067,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,_T: Total,M: Males,2023,21488,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y15T64: 15 - 64 years,F: Females,2018,11111,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y15T64: 15 - 64 years,F: Females,2019,11567,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y15T64: 15 - 64 years,F: Females,2020,11758,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y15T64: 15 - 64 years,F: Females,2021,11861,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y15T64: 15 - 64 years,F: Females,2022,11920,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y15T64: 15 - 64 years,F: Females,2023,12063,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y15T19: 15 - 19 years,T: Total,2018,1835,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y15T19: 15 - 19 years,T: Total,2019,1810,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y15T19: 15 - 19 years,T: Total,2020,1694,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y15T19: 15 - 19 years,T: Total,2021,1670,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y15T19: 15 - 19 years,T: Total,2022,1656,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y15T19: 15 - 19 years,T: Total,2023,1659,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y15T19: 15 - 19 years,F: Females,2018,886,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y15T19: 15 - 19 years,F: Females,2019,863,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y15T19: 15 - 19 years,F: Females,2020,809,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y15T19: 15 - 19 years,F: Females,2021,794,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y15T19: 15 - 19 years,F: Females,2022,802,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y15T19: 15 - 19 years,F: Females,2023,783,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y55T59: 55 - 59 years,M: Males,2018,1388,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y55T59: 55 - 59 years,M: Males,2019,1445,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y55T59: 55 - 59 years,M: Males,2020,1423,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y55T59: 55 - 59 years,M: Males,2021,1424,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y55T59: 55 - 59 years,M: Males,2022,1355,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y55T59: 55 - 59 years,M: Males,2023,1274,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y75T79: 75 - 79 years,T: Total,2018,1255,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y75T79: 75 - 79 years,T: Total,2019,1447,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y75T79: 75 - 79 years,T: Total,2020,1557,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y75T79: 75 - 79 years,T: Total,2021,1767,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y75T79: 75 - 79 years,T: Total,2022,1998,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y75T79: 75 - 79 years,T: Total,2023,2107,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y75T79: 75 - 79 years,F: Females,2018,690,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y75T79: 75 - 79 years,F: Females,2019,780,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y75T79: 75 - 79 years,F: Females,2020,838,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y75T79: 75 - 79 years,F: Females,2021,931,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y75T79: 75 - 79 years,F: Females,2022,1065,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y75T79: 75 - 79 years,F: Females,2023,1097,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y80T84: 80 - 84 years,T: Total,2018,1012,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y80T84: 80 - 84 years,T: Total,2019,1021,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y80T84: 80 - 84 years,T: Total,2020,995,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y80T84: 80 - 84 years,T: Total,2021,955,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y80T84: 80 - 84 years,T: Total,2022,936,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y80T84: 80 - 84 years,T: Total,2023,1016,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y0T4: 0 - 4 years,T: Total,2018,22662,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y0T4: 0 - 4 years,T: Total,2019,23023,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y0T4: 0 - 4 years,T: Total,2020,22712,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y0T4: 0 - 4 years,T: Total,2021,22241,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y0T4: 0 - 4 years,T: Total,2022,22514,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y0T4: 0 - 4 years,T: Total,2023,22423,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y45T49: 45 - 49 years,M: Males,2018,15863,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y45T49: 45 - 49 years,M: Males,2019,17429,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y45T49: 45 - 49 years,M: Males,2020,18220,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y45T49: 45 - 49 years,M: Males,2021,18893,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y45T49: 45 - 49 years,M: Males,2022,20116,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y45T49: 45 - 49 years,M: Males,2023,21307,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y45T49: 45 - 49 years,F: Females,2018,14650,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y45T49: 45 - 49 years,F: Females,2019,15590,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y45T49: 45 - 49 years,F: Females,2020,16122,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y45T49: 45 - 49 years,F: Females,2021,16638,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y45T49: 45 - 49 years,F: Females,2022,17341,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y45T49: 45 - 49 years,F: Females,2023,18032,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y75T79: 75 - 79 years,T: Total,2018,14064,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y75T79: 75 - 79 years,T: Total,2019,16042,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y75T79: 75 - 79 years,T: Total,2020,17812,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y75T79: 75 - 79 years,T: Total,2021,20250,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y75T79: 75 - 79 years,T: Total,2022,22966,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y75T79: 75 - 79 years,T: Total,2023,24730,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y20T24: 20 - 24 years,M: Males,2018,17066,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y20T24: 20 - 24 years,M: Males,2019,17943,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y20T24: 20 - 24 years,M: Males,2020,16983,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y20T24: 20 - 24 years,M: Males,2021,16240,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y20T24: 20 - 24 years,M: Males,2022,17029,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y20T24: 20 - 24 years,M: Males,2023,17704,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y20T24: 20 - 24 years,F: Females,2018,14142,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y20T24: 20 - 24 years,F: Females,2019,14341,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y20T24: 20 - 24 years,F: Females,2020,13753,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y20T24: 20 - 24 years,F: Females,2021,13207,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y20T24: 20 - 24 years,F: Females,2022,13713,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y20T24: 20 - 24 years,F: Females,2023,14179,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y40T44: 40 - 44 years,M: Males,2018,19072,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y40T44: 40 - 44 years,M: Males,2019,20863,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y40T44: 40 - 44 years,M: Males,2020,21387,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y40T44: 40 - 44 years,M: Males,2021,21835,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y40T44: 40 - 44 years,M: Males,2022,23534,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y40T44: 40 - 44 years,M: Males,2023,25115,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y55T59: 55 - 59 years,T: Total,2018,31159,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y55T59: 55 - 59 years,T: Total,2019,31097,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y55T59: 55 - 59 years,T: Total,2020,30196,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y55T59: 55 - 59 years,T: Total,2021,29353,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y55T59: 55 - 59 years,T: Total,2022,28686,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y55T59: 55 - 59 years,T: Total,2023,28682,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y_GE100: 100 years and over,F: Females,2018,40,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y_GE100: 100 years and over,F: Females,2019,56,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y_GE100: 100 years and over,F: Females,2020,55,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y_GE100: 100 years and over,F: Females,2021,52,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y_GE100: 100 years and over,F: Females,2022,51,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y_GE100: 100 years and over,F: Females,2023,59,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y0T4: 0 - 4 years,M: Males,2018,11746,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y0T4: 0 - 4 years,M: Males,2019,11902,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y0T4: 0 - 4 years,M: Males,2020,11757,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y0T4: 0 - 4 years,M: Males,2021,11484,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y0T4: 0 - 4 years,M: Males,2022,11607,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y0T4: 0 - 4 years,M: Males,2023,11529,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y0T4: 0 - 4 years,F: Females,2018,10916,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y0T4: 0 - 4 years,F: Females,2019,11121,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y0T4: 0 - 4 years,F: Females,2020,10955,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y0T4: 0 - 4 years,F: Females,2021,10757,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y0T4: 0 - 4 years,F: Females,2022,10907,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y0T4: 0 - 4 years,F: Females,2023,10894,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y15T19: 15 - 19 years,M: Males,2018,12510,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y15T19: 15 - 19 years,M: Males,2019,12526,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y15T19: 15 - 19 years,M: Males,2020,11864,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y15T19: 15 - 19 years,M: Males,2021,11697,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y15T19: 15 - 19 years,M: Males,2022,11751,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y15T19: 15 - 19 years,M: Males,2023,11882,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y75T79: 75 - 79 years,F: Females,2018,7762,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y75T79: 75 - 79 years,F: Females,2019,8690,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y75T79: 75 - 79 years,F: Females,2020,9604,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y75T79: 75 - 79 years,F: Females,2021,10814,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y75T79: 75 - 79 years,F: Females,2022,12308,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y75T79: 75 - 79 years,F: Females,2023,13152,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y90T94: 90 - 94 years,T: Total,2018,2266,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y90T94: 90 - 94 years,T: Total,2019,2341,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y90T94: 90 - 94 years,T: Total,2020,2428,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y90T94: 90 - 94 years,T: Total,2021,2599,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y90T94: 90 - 94 years,T: Total,2022,2745,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y90T94: 90 - 94 years,T: Total,2023,2947,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y95T99: 95 - 99 years,M: Males,2018,92,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y95T99: 95 - 99 years,M: Males,2019,110,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y95T99: 95 - 99 years,M: Males,2020,129,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y95T99: 95 - 99 years,M: Males,2021,152,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y95T99: 95 - 99 years,M: Males,2022,156,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y95T99: 95 - 99 years,M: Males,2023,168,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y95T99: 95 - 99 years,F: Females,2018,371,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y95T99: 95 - 99 years,F: Females,2019,392,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y95T99: 95 - 99 years,F: Females,2020,405,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y95T99: 95 - 99 years,F: Females,2021,424,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y95T99: 95 - 99 years,F: Females,2022,440,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y95T99: 95 - 99 years,F: Females,2023,432,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y0T14: 0 - 14 years,M: Males,2018,32132,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y0T14: 0 - 14 years,M: Males,2019,32799,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y0T14: 0 - 14 years,M: Males,2020,32721,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y0T14: 0 - 14 years,M: Males,2021,32620,,,
